filename,title,author,year,citation order,citation text,citation scoring
project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,11,II.i.11,"[('2.1.11.1', 0.047619047619047616), ('2.1.11.2', 0.047619047619047616), ('2.1.11.3', 0.047619047619047616), ('2.1.11.4', 0.047619047619047616), ('2.1.11.5', 0.047619047619047616), ('2.1.11.6', 0.047619047619047616), ('2.1.11.7', 0.047619047619047616), ('2.1.11.8', 0.047619047619047616), ('2.1.11.9', 0.047619047619047616), ('2.1.11.10', 0.047619047619047616), ('2.1.11.11', 0.047619047619047616), ('2.1.11.12', 0.047619047619047616), ('2.1.11.13', 0.047619047619047616), ('2.1.11.14', 0.047619047619047616), ('2.1.11.15', 0.047619047619047616), ('2.1.11.16', 0.047619047619047616), ('2.1.11.17', 0.047619047619047616), ('2.1.11.18', 0.047619047619047616), ('2.1.11.19', 0.047619047619047616), ('2.1.11.6n58', 0.047619047619047616), ('2.1.11.9n59', 0.047619047619047616)]"
project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,12,I.iii.13,"[('1.3.13.1', 0.043478260869565216), ('1.3.13.2', 0.043478260869565216), ('1.3.13.3', 0.043478260869565216), ('1.3.13.4', 0.043478260869565216), ('1.3.13.5', 0.043478260869565216), ('1.3.13.6', 0.043478260869565216), ('1.3.13.7', 0.043478260869565216), ('1.3.13.8', 0.043478260869565216), ('1.3.13.9', 0.043478260869565216), ('1.3.13.10', 0.043478260869565216), ('1.3.13.11', 0.043478260869565216), ('1.3.13.12', 0.043478260869565216), ('1.3.13.13', 0.043478260869565216), ('1.3.13.14', 0.043478260869565216), ('1.3.13.15', 0.043478260869565216), ('1.3.13.16', 0.043478260869565216), ('1.3.13.17', 0.043478260869565216), ('1.3.13.18', 0.043478260869565216), ('1.3.13.19', 0.043478260869565216), ('1.3.13.20', 0.043478260869565216), ('1.3.13.5n24', 0.043478260869565216), ('1.3.13.11n25', 0.043478260869565216), ('1.3.13.17n26', 0.043478260869565216)]"
project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,13,I.iii.15,"[('1.3.15.1', 0.07692307692307693), ('1.3.15.2', 0.07692307692307693), ('1.3.15.3', 0.07692307692307693), ('1.3.15.4', 0.07692307692307693), ('1.3.15.5', 0.07692307692307693), ('1.3.15.6', 0.07692307692307693), ('1.3.15.7', 0.07692307692307693), ('1.3.15.8', 0.07692307692307693), ('1.3.15.9', 0.07692307692307693), ('1.3.15.10', 0.07692307692307693), ('1.3.15.11', 0.07692307692307693), ('1.3.15.12', 0.07692307692307693), ('1.3.15.1n33', 0.07692307692307693)]"
project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,14,II.i.7,"[('2.1.7.1', 0.125), ('2.1.7.2', 0.125), ('2.1.7.3', 0.125), ('2.1.7.4', 0.125), ('2.1.7.5', 0.125), ('2.1.7.6', 0.125), ('2.1.7.7', 0.125), ('2.1.7.8', 0.125)]"
project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,15,II.i.8,"[('2.1.8.1', 0.1111111111111111), ('2.1.8.2', 0.1111111111111111), ('2.1.8.3', 0.1111111111111111), ('2.1.8.4', 0.1111111111111111), ('2.1.8.5', 0.1111111111111111), ('2.1.8.6', 0.1111111111111111), ('2.1.8.7', 0.1111111111111111), ('2.1.8.8', 0.1111111111111111), ('2.1.8.9', 0.1111111111111111)]"
project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,16,II.i.9,"[('2.1.9.1', 0.07142857142857142), ('2.1.9.2', 0.07142857142857142), ('2.1.9.3', 0.07142857142857142), ('2.1.9.4', 0.07142857142857142), ('2.1.9.5', 0.07142857142857142), ('2.1.9.6', 0.07142857142857142), ('2.1.9.7', 0.07142857142857142), ('2.1.9.8', 0.07142857142857142), ('2.1.9.9', 0.07142857142857142), ('2.1.9.10', 0.07142857142857142), ('2.1.9.11', 0.07142857142857142), ('2.1.9.12', 0.07142857142857142), ('2.1.9.13', 0.07142857142857142), ('2.1.9.13n56', 0.07142857142857142)]"
40232176,"Review: Hume, a Scottish Socrates?","Ainslie, Donald C.",2003.0,1,3.2.1,"[('3.2.1.1', 0.018518518518518517), ('3.2.1.2', 0.018518518518518517), ('3.2.1.3', 0.018518518518518517), ('3.2.1.4', 0.018518518518518517), ('3.2.1.5', 0.018518518518518517), ('3.2.1.6', 0.018518518518518517), ('3.2.1.7', 0.018518518518518517), ('3.2.1.8', 0.018518518518518517), ('3.2.1.9', 0.018518518518518517), ('3.2.1.10', 0.018518518518518517), ('3.2.1.11', 0.018518518518518517), ('3.2.1.12', 0.018518518518518517), ('3.2.1.13', 0.018518518518518517), ('3.2.1.14', 0.018518518518518517), ('3.2.1.15', 0.018518518518518517), ('3.2.1.16', 0.018518518518518517), ('3.2.1.17', 0.018518518518518517), ('3.2.1.18', 0.018518518518518517), ('3.2.1.19', 0.018518518518518517), ('3.2.10.1', 0.018518518518518517), ('3.2.10.2', 0.018518518518518517), ('3.2.10.3', 0.018518518518518517), ('3.2.10.4', 0.018518518518518517), ('3.2.10.5', 0.018518518518518517), ('3.2.10.6', 0.018518518518518517), ('3.2.10.7', 0.018518518518518517), ('3.2.10.8', 0.018518518518518517), ('3.2.10.9', 0.018518518518518517), ('3.2.10.10', 0.018518518518518517), ('3.2.10.11', 0.018518518518518517), ('3.2.10.12', 0.018518518518518517), ('3.2.10.13', 0.018518518518518517), ('3.2.10.14', 0.018518518518518517), ('3.2.10.15', 0.018518518518518517), ('3.2.10.16', 0.018518518518518517), ('3.2.10.17', 0.018518518518518517), ('3.2.10.18', 0.018518518518518517), ('3.2.10.19', 0.018518518518518517), ('3.2.10.8n81', 0.018518518518518517), ('3.2.10.9n82', 0.018518518518518517), ('3.2.11.1', 0.018518518518518517), ('3.2.11.2', 0.018518518518518517), ('3.2.11.3', 0.018518518518518517), ('3.2.11.4', 0.018518518518518517), ('3.2.11.5', 0.018518518518518517), ('3.2.12.1', 0.018518518518518517), ('3.2.12.2', 0.018518518518518517), ('3.2.12.3', 0.018518518518518517), ('3.2.12.4', 0.018518518518518517), ('3.2.12.5', 0.018518518518518517), ('3.2.12.6', 0.018518518518518517), ('3.2.12.7', 0.018518518518518517), ('3.2.12.8', 0.018518518518518517), ('3.2.12.9', 0.018518518518518517)]"
40232176,"Review: Hume, a Scottish Socrates?","Ainslie, Donald C.",2003.0,2,2.3.2.6-7,"[('2.3.2.6', 0.5), ('2.3.2.7', 0.5)]"
40232176,"Review: Hume, a Scottish Socrates?","Ainslie, Donald C.",2003.0,3,3.2.2.22,"[('3.2.2.22', 1.0)]"
40232176,"Review: Hume, a Scottish Socrates?","Ainslie, Donald C.",2003.0,4,3.1.2.4,"[('3.1.2.4', 1.0)]"
40232176,"Review: Hume, a Scottish Socrates?","Ainslie, Donald C.",2003.0,5,3.3.1.15,"[('3.3.1.15', 1.0)]"
40232176,"Review: Hume, a Scottish Socrates?","Ainslie, Donald C.",2003.0,6,3.3.1,"[('3.3.1.1', 0.03125), ('3.3.1.2', 0.03125), ('3.3.1.3', 0.03125), ('3.3.1.4', 0.03125), ('3.3.1.5', 0.03125), ('3.3.1.6', 0.03125), ('3.3.1.7', 0.03125), ('3.3.1.8', 0.03125), ('3.3.1.9', 0.03125), ('3.3.1.10', 0.03125), ('3.3.1.11', 0.03125), ('3.3.1.12', 0.03125), ('3.3.1.13', 0.03125), ('3.3.1.14', 0.03125), ('3.3.1.15', 0.03125), ('3.3.1.16', 0.03125), ('3.3.1.17', 0.03125), ('3.3.1.18', 0.03125), ('3.3.1.19', 0.03125), ('3.3.1.20', 0.03125), ('3.3.1.21', 0.03125), ('3.3.1.22', 0.03125), ('3.3.1.23', 0.03125), ('3.3.1.24', 0.03125), ('3.3.1.25', 0.03125), ('3.3.1.26', 0.03125), ('3.3.1.27', 0.03125), ('3.3.1.28', 0.03125), ('3.3.1.29', 0.03125), ('3.3.1.30', 0.03125), ('3.3.1.31', 0.03125), ('3.3.1.8n83', 0.03125)]"
40232176,"Review: Hume, a Scottish Socrates?","Ainslie, Donald C.",2003.0,7,3.3.6.6,"[('3.3.6.6', 1.0)]"
40232176,"Review: Hume, a Scottish Socrates?","Ainslie, Donald C.",2003.0,8,3.3.3.9,"[('3.3.3.9', 1.0)]"
40232176,"Review: Hume, a Scottish Socrates?","Ainslie, Donald C.",2003.0,9,2.1.5.11,"[('2.1.5.11', 1.0)]"
40232176,"Review: Hume, a Scottish Socrates?","Ainslie, Donald C.",2003.0,10,1.3.15,"[('1.3.15.1', 0.07692307692307693), ('1.3.15.2', 0.07692307692307693), ('1.3.15.3', 0.07692307692307693), ('1.3.15.4', 0.07692307692307693), ('1.3.15.5', 0.07692307692307693), ('1.3.15.6', 0.07692307692307693), ('1.3.15.7', 0.07692307692307693), ('1.3.15.8', 0.07692307692307693), ('1.3.15.9', 0.07692307692307693), ('1.3.15.10', 0.07692307692307693), ('1.3.15.11', 0.07692307692307693), ('1.3.15.12', 0.07692307692307693), ('1.3.15.1n33', 0.07692307692307693)]"
40232176,"Review: Hume, a Scottish Socrates?","Ainslie, Donald C.",2003.0,11,2.1.6.8-9,"[('2.1.6.8', 0.5), ('2.1.6.9', 0.5)]"
40232176,"Review: Hume, a Scottish Socrates?","Ainslie, Donald C.",2003.0,12,1.4.6.4,"[('1.4.6.4', 1.0)]"
40232176,"Review: Hume, a Scottish Socrates?","Ainslie, Donald C.",2003.0,13,3.1.2.5,"[('3.1.2.5', 1.0)]"
40232176,"Review: Hume, a Scottish Socrates?","Ainslie, Donald C.",2003.0,14,3.3.1.3,"[('3.3.1.3', 1.0)]"
40232176,"Review: Hume, a Scottish Socrates?","Ainslie, Donald C.",2003.0,15,3.3.5.1,"[('3.3.5.1', 1.0)]"
40232176,"Review: Hume, a Scottish Socrates?","Ainslie, Donald C.",2003.0,16,2.1.7.2,"[('2.1.7.2', 1.0)]"
40232176,"Review: Hume, a Scottish Socrates?","Ainslie, Donald C.",2003.0,17,1.4.6.5,"[('1.4.6.5', 1.0)]"
40232176,"Review: Hume, a Scottish Socrates?","Ainslie, Donald C.",2003.0,18,2.1.2.2,"[('2.1.2.2', 1.0)]"
40232176,"Review: Hume, a Scottish Socrates?","Ainslie, Donald C.",2003.0,19,2.1.5.6,"[('2.1.5.6', 1.0)]"
40232176,"Review: Hume, a Scottish Socrates?","Ainslie, Donald C.",2003.0,20,2.1.8.8,"[('2.1.8.8', 1.0)]"
40232176,"Review: Hume, a Scottish Socrates?","Ainslie, Donald C.",2003.0,21,1.4.6,"[('1.4.6.1', 0.041666666666666664), ('1.4.6.2', 0.041666666666666664), ('1.4.6.3', 0.041666666666666664), ('1.4.6.4', 0.041666666666666664), ('1.4.6.5', 0.041666666666666664), ('1.4.6.6', 0.041666666666666664), ('1.4.6.7', 0.041666666666666664), ('1.4.6.8', 0.041666666666666664), ('1.4.6.9', 0.041666666666666664), ('1.4.6.10', 0.041666666666666664), ('1.4.6.11', 0.041666666666666664), ('1.4.6.12', 0.041666666666666664), ('1.4.6.13', 0.041666666666666664), ('1.4.6.14', 0.041666666666666664), ('1.4.6.15', 0.041666666666666664), ('1.4.6.16', 0.041666666666666664), ('1.4.6.17', 0.041666666666666664), ('1.4.6.18', 0.041666666666666664), ('1.4.6.19', 0.041666666666666664), ('1.4.6.20', 0.041666666666666664), ('1.4.6.21', 0.041666666666666664), ('1.4.6.22', 0.041666666666666664), ('1.4.6.23', 0.041666666666666664), ('1.4.6.6n50', 0.041666666666666664)]"
40232176,"Review: Hume, a Scottish Socrates?","Ainslie, Donald C.",2003.0,22,2.1.2,"[('2.1.2.1', 0.16666666666666666), ('2.1.2.2', 0.16666666666666666), ('2.1.2.3', 0.16666666666666666), ('2.1.2.4', 0.16666666666666666), ('2.1.2.5', 0.16666666666666666), ('2.1.2.6', 0.16666666666666666)]"
40232176,"Review: Hume, a Scottish Socrates?","Ainslie, Donald C.",2003.0,23,1.4.6.4,"[('1.4.6.4', 1.0)]"
40232176,"Review: Hume, a Scottish Socrates?","Ainslie, Donald C.",2003.0,24,1.4.6.3,"[('1.4.6.3', 1.0)]"
40232176,"Review: Hume, a Scottish Socrates?","Ainslie, Donald C.",2003.0,25,1.4.2.6,"[('1.4.2.6', 1.0)]"
40232176,"Review: Hume, a Scottish Socrates?","Ainslie, Donald C.",2003.0,26,1.3.8.15-17,"[('1.3.8.15', 0.3333333333333333), ('1.3.8.16', 0.3333333333333333), ('1.3.8.17', 0.3333333333333333)]"
40232176,"Review: Hume, a Scottish Socrates?","Ainslie, Donald C.",2003.0,27,1.1.1.11,"[('1.1.1.11', 1.0)]"
40232176,"Review: Hume, a Scottish Socrates?","Ainslie, Donald C.",2003.0,28,2.3.3.7,"[('2.3.3.7', 1.0)]"
40232176,"Review: Hume, a Scottish Socrates?","Ainslie, Donald C.",2003.0,29,2.3.3.7,"[('2.3.3.7', 1.0)]"
40232176,"Review: Hume, a Scottish Socrates?","Ainslie, Donald C.",2003.0,30,1.4.6.19,"[('1.4.6.19', 1.0)]"
40232176,"Review: Hume, a Scottish Socrates?","Ainslie, Donald C.",2003.0,31,2.1.11.14-18,"[('2.1.11.14', 0.2), ('2.1.11.15', 0.2), ('2.1.11.16', 0.2), ('2.1.11.17', 0.2), ('2.1.11.18', 0.2)]"
40232176,"Review: Hume, a Scottish Socrates?","Ainslie, Donald C.",2003.0,32,2.2.1.9,"[('2.2.1.9', 1.0)]"
40232176,"Review: Hume, a Scottish Socrates?","Ainslie, Donald C.",2003.0,33,2.2.6.2,"[('2.2.6.2', 1.0)]"
40232176,"Review: Hume, a Scottish Socrates?","Ainslie, Donald C.",2003.0,34,1.4.6.1-3,"[('1.4.6.1', 0.3333333333333333), ('1.4.6.2', 0.3333333333333333), ('1.4.6.3', 0.3333333333333333)]"
40232176,"Review: Hume, a Scottish Socrates?","Ainslie, Donald C.",2003.0,35,1.4.6.3,"[('1.4.6.3', 1.0)]"
40232176,"Review: Hume, a Scottish Socrates?","Ainslie, Donald C.",2003.0,36,1.4.6.4-5,"[('1.4.6.4', 0.5), ('1.4.6.5', 0.5)]"
40232176,"Review: Hume, a Scottish Socrates?","Ainslie, Donald C.",2003.0,37,1.4.6.16,"[('1.4.6.16', 1.0)]"
40232176,"Review: Hume, a Scottish Socrates?","Ainslie, Donald C.",2003.0,38,1.4.6.18,"[('1.4.6.18', 1.0)]"
40232176,"Review: Hume, a Scottish Socrates?","Ainslie, Donald C.",2003.0,39,1.4.2,"[('1.4.2.1', 0.015384615384615385), ('1.4.2.2', 0.015384615384615385), ('1.4.2.3', 0.015384615384615385), ('1.4.2.4', 0.015384615384615385), ('1.4.2.5', 0.015384615384615385), ('1.4.2.6', 0.015384615384615385), ('1.4.2.7', 0.015384615384615385), ('1.4.2.8', 0.015384615384615385), ('1.4.2.9', 0.015384615384615385), ('1.4.2.10', 0.015384615384615385), ('1.4.2.11', 0.015384615384615385), ('1.4.2.12', 0.015384615384615385), ('1.4.2.13', 0.015384615384615385), ('1.4.2.14', 0.015384615384615385), ('1.4.2.15', 0.015384615384615385), ('1.4.2.16', 0.015384615384615385), ('1.4.2.17', 0.015384615384615385), ('1.4.2.18', 0.015384615384615385), ('1.4.2.19', 0.015384615384615385), ('1.4.2.20', 0.015384615384615385), ('1.4.2.21', 0.015384615384615385), ('1.4.2.22', 0.015384615384615385), ('1.4.2.23', 0.015384615384615385), ('1.4.2.24', 0.015384615384615385), ('1.4.2.25', 0.015384615384615385), ('1.4.2.26', 0.015384615384615385), ('1.4.2.27', 0.015384615384615385), ('1.4.2.28', 0.015384615384615385), ('1.4.2.29', 0.015384615384615385), ('1.4.2.30', 0.015384615384615385), ('1.4.2.31', 0.015384615384615385), ('1.4.2.32', 0.015384615384615385), ('1.4.2.33', 0.015384615384615385), ('1.4.2.34', 0.015384615384615385), ('1.4.2.35', 0.015384615384615385), ('1.4.2.36', 0.015384615384615385), ('1.4.2.37', 0.015384615384615385), ('1.4.2.38', 0.015384615384615385), ('1.4.2.39', 0.015384615384615385), ('1.4.2.40', 0.015384615384615385), ('1.4.2.41', 0.015384615384615385), ('1.4.2.42', 0.015384615384615385), ('1.4.2.43', 0.015384615384615385), ('1.4.2.44', 0.015384615384615385), ('1.4.2.45', 0.015384615384615385), ('1.4.2.46', 0.015384615384615385), ('1.4.2.47', 0.015384615384615385), ('1.4.2.48', 0.015384615384615385), ('1.4.2.49', 0.015384615384615385), ('1.4.2.50', 0.015384615384615385), ('1.4.2.51', 0.015384615384615385), ('1.4.2.52', 0.015384615384615385), ('1.4.2.53', 0.015384615384615385), ('1.4.2.54', 0.015384615384615385), ('1.4.2.55', 0.015384615384615385), ('1.4.2.56', 0.015384615384615385), ('1.4.2.57', 0.015384615384615385), ('1.4.2.2n34', 0.015384615384615385), ('1.4.2.9n35', 0.015384615384615385), ('1.4.2.22n36', 0.015384615384615385), ('1.4.2.29n37', 0.015384615384615385), ('1.4.2.32n38', 0.015384615384615385), ('1.4.2.35n39', 0.015384615384615385), ('1.4.2.37n40', 0.015384615384615385), ('1.4.2.55n41', 0.015384615384615385)]"
40232176,"Review: Hume, a Scottish Socrates?","Ainslie, Donald C.",2003.0,40,1.4.3,"[('1.4.3.1', 0.09090909090909091), ('1.4.3.2', 0.09090909090909091), ('1.4.3.3', 0.09090909090909091), ('1.4.3.4', 0.09090909090909091), ('1.4.3.5', 0.09090909090909091), ('1.4.3.6', 0.09090909090909091), ('1.4.3.7', 0.09090909090909091), ('1.4.3.8', 0.09090909090909091), ('1.4.3.9', 0.09090909090909091), ('1.4.3.10', 0.09090909090909091), ('1.4.3.11', 0.09090909090909091)]"
40232176,"Review: Hume, a Scottish Socrates?","Ainslie, Donald C.",2003.0,41,1.4.7.14,"[('1.4.7.14', 1.0)]"
40232176,"Review: Hume, a Scottish Socrates?","Ainslie, Donald C.",2003.0,42,1.4.2.53,"[('1.4.2.53', 1.0)]"
40232176,"Review: Hume, a Scottish Socrates?","Ainslie, Donald C.",2003.0,43,1.4.3.9-10,"[('1.4.3.9', 0.5), ('1.4.3.10', 0.5)]"
40232176,"Review: Hume, a Scottish Socrates?","Ainslie, Donald C.",2003.0,44,1.4.6,"[('1.4.6.1', 0.041666666666666664), ('1.4.6.2', 0.041666666666666664), ('1.4.6.3', 0.041666666666666664), ('1.4.6.4', 0.041666666666666664), ('1.4.6.5', 0.041666666666666664), ('1.4.6.6', 0.041666666666666664), ('1.4.6.7', 0.041666666666666664), ('1.4.6.8', 0.041666666666666664), ('1.4.6.9', 0.041666666666666664), ('1.4.6.10', 0.041666666666666664), ('1.4.6.11', 0.041666666666666664), ('1.4.6.12', 0.041666666666666664), ('1.4.6.13', 0.041666666666666664), ('1.4.6.14', 0.041666666666666664), ('1.4.6.15', 0.041666666666666664), ('1.4.6.16', 0.041666666666666664), ('1.4.6.17', 0.041666666666666664), ('1.4.6.18', 0.041666666666666664), ('1.4.6.19', 0.041666666666666664), ('1.4.6.20', 0.041666666666666664), ('1.4.6.21', 0.041666666666666664), ('1.4.6.22', 0.041666666666666664), ('1.4.6.23', 0.041666666666666664), ('1.4.6.6n50', 0.041666666666666664)]"
40232176,"Review: Hume, a Scottish Socrates?","Ainslie, Donald C.",2003.0,45,1.4.6,"[('1.4.6.1', 0.041666666666666664), ('1.4.6.2', 0.041666666666666664), ('1.4.6.3', 0.041666666666666664), ('1.4.6.4', 0.041666666666666664), ('1.4.6.5', 0.041666666666666664), ('1.4.6.6', 0.041666666666666664), ('1.4.6.7', 0.041666666666666664), ('1.4.6.8', 0.041666666666666664), ('1.4.6.9', 0.041666666666666664), ('1.4.6.10', 0.041666666666666664), ('1.4.6.11', 0.041666666666666664), ('1.4.6.12', 0.041666666666666664), ('1.4.6.13', 0.041666666666666664), ('1.4.6.14', 0.041666666666666664), ('1.4.6.15', 0.041666666666666664), ('1.4.6.16', 0.041666666666666664), ('1.4.6.17', 0.041666666666666664), ('1.4.6.18', 0.041666666666666664), ('1.4.6.19', 0.041666666666666664), ('1.4.6.20', 0.041666666666666664), ('1.4.6.21', 0.041666666666666664), ('1.4.6.22', 0.041666666666666664), ('1.4.6.23', 0.041666666666666664), ('1.4.6.6n50', 0.041666666666666664)]"
40232176,"Review: Hume, a Scottish Socrates?","Ainslie, Donald C.",2003.0,46,3.3.2.8,"[('3.3.2.8', 1.0)]"
40232176,"Review: Hume, a Scottish Socrates?","Ainslie, Donald C.",2003.0,47,3.3.2.1,"[('3.3.2.1', 1.0)]"
40232176,"Review: Hume, a Scottish Socrates?","Ainslie, Donald C.",2003.0,48,3.3.2.9,"[('3.3.2.9', 1.0)]"
40232176,"Review: Hume, a Scottish Socrates?","Ainslie, Donald C.",2003.0,49,3.3.2.8,"[('3.3.2.8', 1.0)]"
40232176,"Review: Hume, a Scottish Socrates?","Ainslie, Donald C.",2003.0,50,3.3.2.10,"[('3.3.2.10', 1.0)]"
40232176,"Review: Hume, a Scottish Socrates?","Ainslie, Donald C.",2003.0,51,3.3.2.10,"[('3.3.2.10', 1.0)]"
40232176,"Review: Hume, a Scottish Socrates?","Ainslie, Donald C.",2003.0,52,1.4.7.8,"[('1.4.7.8', 1.0)]"
40232176,"Review: Hume, a Scottish Socrates?","Ainslie, Donald C.",2003.0,53,1.4.7.9,"[('1.4.7.9', 1.0)]"
40232176,"Review: Hume, a Scottish Socrates?","Ainslie, Donald C.",2003.0,54,2.3.10.8-9,"[('2.3.10.8', 0.5), ('2.3.10.9', 0.5)]"
40232176,"Review: Hume, a Scottish Socrates?","Ainslie, Donald C.",2003.0,55,1.4.7.14,"[('1.4.7.14', 1.0)]"
40232176,"Review: Hume, a Scottish Socrates?","Ainslie, Donald C.",2003.0,56,1.4.7.13,"[('1.4.7.13', 1.0)]"
40232176,"Review: Hume, a Scottish Socrates?","Ainslie, Donald C.",2003.0,57,3.1.1.1,"[('3.1.1.1', 1.0)]"
