,filename,title,author,year,citation order,citation text,paragraph,credit
23,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,1,II.iii.1,2.3.10.6,0.033
24,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,1,II.iii.1,2.3.10.7,0.033
25,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,1,II.iii.1,2.3.10.8,0.033
26,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,1,II.iii.1,2.3.10.9,0.033
27,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,1,II.iii.1,2.3.10.10,0.033
28,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,1,II.iii.1,2.3.10.11,0.033
29,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,1,II.iii.1,2.3.10.12,0.033
30,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,2,II.i.7,2.1.7.1,0.125
31,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,2,II.i.7,2.1.7.2,0.125
32,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,2,II.i.7,2.1.7.3,0.125
33,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,2,II.i.7,2.1.7.4,0.125
34,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,2,II.i.7,2.1.7.5,0.125
35,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,2,II.i.7,2.1.7.6,0.125
36,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,2,II.i.7,2.1.7.7,0.125
37,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,2,II.i.7,2.1.7.8,0.125
38,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,3,II.ii.6,2.2.6.1,0.167
39,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,3,II.ii.6,2.2.6.2,0.167
40,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,3,II.ii.6,2.2.6.3,0.167
41,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,3,II.ii.6,2.2.6.4,0.167
42,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,3,II.ii.6,2.2.6.5,0.167
43,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,3,II.ii.6,2.2.6.6,0.167
44,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,4,III.iii.3,3.3.3.1,0.111
45,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,4,III.iii.3,3.3.3.2,0.111
46,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,4,III.iii.3,3.3.3.3,0.111
47,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,4,III.iii.3,3.3.3.4,0.111
48,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,4,III.iii.3,3.3.3.5,0.111
49,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,4,III.iii.3,3.3.3.6,0.111
50,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,4,III.iii.3,3.3.3.7,0.111
51,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,4,III.iii.3,3.3.3.8,0.111
52,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,4,III.iii.3,3.3.3.9,0.111
53,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,5,III.i.2,3.1.2.1,0.083
54,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,5,III.i.2,3.1.2.2,0.083
55,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,5,III.i.2,3.1.2.3,0.083
56,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,5,III.i.2,3.1.2.4,0.083
57,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,5,III.i.2,3.1.2.5,0.083
58,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,5,III.i.2,3.1.2.6,0.083
59,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,5,III.i.2,3.1.2.7,0.083
60,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,5,III.i.2,3.1.2.8,0.083
61,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,5,III.i.2,3.1.2.9,0.083
62,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,5,III.i.2,3.1.2.10,0.083
63,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,5,III.i.2,3.1.2.11,0.083
64,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,5,III.i.2,3.1.2.9n70,0.083
65,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,6,I.iii.6,1.3.6.1,0.062
66,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,6,I.iii.6,1.3.6.2,0.062
67,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,6,I.iii.6,1.3.6.3,0.062
68,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,6,I.iii.6,1.3.6.4,0.062
69,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,6,I.iii.6,1.3.6.5,0.062
70,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,6,I.iii.6,1.3.6.6,0.062
71,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,6,I.iii.6,1.3.6.7,0.062
72,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,6,I.iii.6,1.3.6.8,0.062
73,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,6,I.iii.6,1.3.6.9,0.062
74,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,6,I.iii.6,1.3.6.10,0.062
75,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,6,I.iii.6,1.3.6.11,0.062
76,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,6,I.iii.6,1.3.6.12,0.062
77,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,6,I.iii.6,1.3.6.13,0.062
78,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,6,I.iii.6,1.3.6.14,0.062
79,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,6,I.iii.6,1.3.6.15,0.062
80,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,6,I.iii.6,1.3.6.16,0.062
81,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,7,II.ii.4,2.2.4.1,0.077
82,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,7,II.ii.4,2.2.4.2,0.077
83,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,7,II.ii.4,2.2.4.3,0.077
84,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,7,II.ii.4,2.2.4.4,0.077
85,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,7,II.ii.4,2.2.4.5,0.077
86,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,7,II.ii.4,2.2.4.6,0.077
87,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,7,II.ii.4,2.2.4.7,0.077
88,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,7,II.ii.4,2.2.4.8,0.077
89,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,7,II.ii.4,2.2.4.9,0.077
90,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,7,II.ii.4,2.2.4.10,0.077
91,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,7,II.ii.4,2.2.4.11,0.077
92,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,7,II.ii.4,2.2.4.12,0.077
93,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,7,II.ii.4,2.2.4.13,0.077
94,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,8,I.i.6,1.1.6.1,0.333
95,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,8,I.i.6,1.1.6.2,0.333
96,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,8,I.i.6,1.1.6.3,0.333
97,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,9,II.iii.3,2.3.3.1,0.1
98,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,9,II.iii.3,2.3.3.2,0.1
99,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,9,II.iii.3,2.3.3.3,0.1
100,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,9,II.iii.3,2.3.3.4,0.1
101,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,9,II.iii.3,2.3.3.5,0.1
102,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,9,II.iii.3,2.3.3.6,0.1
103,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,9,II.iii.3,2.3.3.7,0.1
104,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,9,II.iii.3,2.3.3.8,0.1
105,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,9,II.iii.3,2.3.3.9,0.1
106,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,9,II.iii.3,2.3.3.10,0.1
107,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,10,II.i.6,2.1.6.1,0.091
108,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,10,II.i.6,2.1.6.2,0.091
109,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,10,II.i.6,2.1.6.3,0.091
110,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,10,II.i.6,2.1.6.4,0.091
111,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,10,II.i.6,2.1.6.5,0.091
112,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,10,II.i.6,2.1.6.6,0.091
113,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,10,II.i.6,2.1.6.7,0.091
114,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,10,II.i.6,2.1.6.8,0.091
115,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,10,II.i.6,2.1.6.9,0.091
116,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,10,II.i.6,2.1.6.10,0.091
117,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,10,II.i.6,2.1.6.2n55,0.091
118,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,11,II.i.11,2.1.11.1,0.048
119,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,11,II.i.11,2.1.11.2,0.048
120,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,11,II.i.11,2.1.11.3,0.048
121,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,11,II.i.11,2.1.11.4,0.048
122,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,11,II.i.11,2.1.11.5,0.048
123,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,11,II.i.11,2.1.11.6,0.048
124,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,11,II.i.11,2.1.11.7,0.048
125,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,11,II.i.11,2.1.11.8,0.048
126,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,11,II.i.11,2.1.11.9,0.048
127,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,11,II.i.11,2.1.11.10,0.048
128,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,11,II.i.11,2.1.11.11,0.048
129,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,11,II.i.11,2.1.11.12,0.048
130,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,11,II.i.11,2.1.11.13,0.048
131,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,11,II.i.11,2.1.11.14,0.048
132,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,11,II.i.11,2.1.11.15,0.048
133,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,11,II.i.11,2.1.11.16,0.048
134,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,11,II.i.11,2.1.11.17,0.048
135,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,11,II.i.11,2.1.11.18,0.048
136,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,11,II.i.11,2.1.11.19,0.048
137,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,11,II.i.11,2.1.11.6n58,0.048
138,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,11,II.i.11,2.1.11.9n59,0.048
139,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,12,I.iii.13,1.3.13.1,0.043
140,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,12,I.iii.13,1.3.13.2,0.043
141,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,12,I.iii.13,1.3.13.3,0.043
142,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,12,I.iii.13,1.3.13.4,0.043
143,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,12,I.iii.13,1.3.13.5,0.043
144,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,12,I.iii.13,1.3.13.6,0.043
145,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,12,I.iii.13,1.3.13.7,0.043
146,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,12,I.iii.13,1.3.13.8,0.043
147,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,12,I.iii.13,1.3.13.9,0.043
148,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,12,I.iii.13,1.3.13.10,0.043
149,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,12,I.iii.13,1.3.13.11,0.043
150,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,12,I.iii.13,1.3.13.12,0.043
151,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,12,I.iii.13,1.3.13.13,0.043
152,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,12,I.iii.13,1.3.13.14,0.043
153,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,12,I.iii.13,1.3.13.15,0.043
154,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,12,I.iii.13,1.3.13.16,0.043
155,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,12,I.iii.13,1.3.13.17,0.043
156,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,12,I.iii.13,1.3.13.18,0.043
157,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,12,I.iii.13,1.3.13.19,0.043
158,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,12,I.iii.13,1.3.13.20,0.043
159,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,12,I.iii.13,1.3.13.5n24,0.043
160,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,12,I.iii.13,1.3.13.11n25,0.043
161,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,12,I.iii.13,1.3.13.17n26,0.043
162,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,13,I.iii.15,1.3.15.1,0.077
163,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,13,I.iii.15,1.3.15.2,0.077
164,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,13,I.iii.15,1.3.15.3,0.077
165,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,13,I.iii.15,1.3.15.4,0.077
166,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,13,I.iii.15,1.3.15.5,0.077
167,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,13,I.iii.15,1.3.15.6,0.077
168,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,13,I.iii.15,1.3.15.7,0.077
169,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,13,I.iii.15,1.3.15.8,0.077
170,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,13,I.iii.15,1.3.15.9,0.077
171,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,13,I.iii.15,1.3.15.10,0.077
172,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,13,I.iii.15,1.3.15.11,0.077
173,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,13,I.iii.15,1.3.15.12,0.077
174,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,13,I.iii.15,1.3.15.1n33,0.077
175,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,14,II.i.7,2.1.7.1,0.125
176,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,14,II.i.7,2.1.7.2,0.125
177,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,14,II.i.7,2.1.7.3,0.125
178,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,14,II.i.7,2.1.7.4,0.125
179,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,14,II.i.7,2.1.7.5,0.125
180,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,14,II.i.7,2.1.7.6,0.125
181,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,14,II.i.7,2.1.7.7,0.125
182,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,14,II.i.7,2.1.7.8,0.125
183,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,15,II.i.8,2.1.8.1,0.111
184,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,15,II.i.8,2.1.8.2,0.111
185,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,15,II.i.8,2.1.8.3,0.111
186,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,15,II.i.8,2.1.8.4,0.111
187,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,15,II.i.8,2.1.8.5,0.111
188,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,15,II.i.8,2.1.8.6,0.111
189,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,15,II.i.8,2.1.8.7,0.111
190,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,15,II.i.8,2.1.8.8,0.111
191,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,15,II.i.8,2.1.8.9,0.111
192,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,16,II.i.9,2.1.9.1,0.071
193,project_muse_228761,Scepticism About Persons in Book II of Hume's Treatise,"Ainslie, Donald C.",1999.0,16,II.i.9,2.1.9.2,0.071
